epoch,train_loss,train_acc@1,train_acc@5,test_loss,test_acc@1,test_acc@5
73,0.44812224630355835,84.428,98.50999999999999,0.333228631401062,89.62,99.68
74,0.4447811916542053,84.6,98.536,0.30841071157455446,90.56,99.7
75,0.44414170526504515,84.512,98.59599999999999,0.33379837923049926,89.86,99.63
76,0.44846140038490295,84.298,98.48599999999999,0.34219143211841585,89.81,99.67
77,0.4456900909614563,84.248,98.492,0.3510544212341309,89.67,99.6
78,0.43084186807632446,84.97200000000001,98.644,0.3150782733917236,90.45,99.72999999999999
79,0.43482263702392576,84.82600000000001,98.578,0.3126105540752411,90.62,99.7
80,0.4355352258872986,84.83800000000001,98.618,0.3962868643283844,88.42,99.64
81,0.4323163122177124,84.918,98.53,0.3453402627706528,89.85,99.71
82,0.43174497589111327,84.748,98.634,0.4125289179801941,88.92,99.56
83,0.4263836622238159,85.09400000000001,98.65,0.3377274021148682,89.9,99.72
84,0.42704940001487735,84.99,98.682,0.35259054317474364,90.36,99.61
85,0.4233578967952728,85.236,98.688,0.3424000130653381,89.94,99.71
86,0.42198870246887205,85.454,98.578,0.3409322398662567,89.95,99.66000000000001
87,0.4205554623031616,85.39999999999999,98.59599999999999,0.37032140531539914,89.31,99.56
88,0.41869430490493775,85.304,98.67,0.3933861201286316,89.14,99.66000000000001
89,0.4162747416782379,85.524,98.584,0.32897406396865847,90.44,99.69
90,0.41405797119140625,85.52199999999999,98.648,0.3485864242553711,90.23,99.62
91,0.4127901545906067,85.58,98.682,0.35414753956794737,89.97,99.59
92,0.41005270186424253,85.894,98.672,0.3483107985496521,89.96,99.68
93,0.4071232231044769,85.874,98.634,0.4105216881752014,88.82,99.59
94,0.41268670052528383,85.622,98.682,0.3579213146686554,90.24,99.67
95,0.40304169080734253,86.056,98.694,0.3317931044578552,90.31,99.66000000000001
96,0.40210971433639525,86.148,98.646,0.2997030082941055,91.06,99.74
97,0.40207154040336607,85.988,98.71,0.3299501209259033,90.58,99.68
98,0.3996539762687683,85.9,98.722,0.35139964418411257,90.03,99.56
99,0.3994023072338104,86.10799999999999,98.724,0.3203794660806656,90.94,99.71
100,0.3905648394584656,86.422,98.75,0.34822351694107057,90.71000000000001,99.67
101,0.39198148839950564,86.42999999999999,98.71,0.36693888363838195,90.07,99.62
102,0.397213995218277,86.21799999999999,98.614,0.3355079222202301,90.72,99.72999999999999
103,0.3952191180229187,86.076,98.72999999999999,0.32885253205299375,90.58,99.75
104,0.38540330626487734,86.72800000000001,98.69200000000001,0.37072973704338075,90.10000000000001,99.78
105,0.38675333600997924,86.458,98.776,0.3208430264472961,90.97,99.72999999999999
106,0.3772785007286072,87.0,98.71,0.3396806932449341,90.82000000000001,99.71
107,0.37993164545059205,86.78,98.818,0.3582533306360245,90.41,99.72999999999999
108,0.38319598433494567,86.586,98.756,0.3430006729006767,90.55,99.71
109,0.38588766386032103,86.532,98.778,0.35732791538238523,90.75,99.65
110,0.38157428117752074,86.714,98.682,0.38043769617080686,90.19,99.72
111,0.3825239740180969,86.696,98.72999999999999,0.3620247254371643,90.66,99.75
112,0.38127503379821776,86.79400000000001,98.75399999999999,0.3007282172679901,91.63,99.77000000000001
113,0.3797819203186035,86.858,98.81400000000001,0.33226174845695494,91.0,99.72999999999999
114,0.37477549231529234,86.88,98.784,0.35957467842102053,90.64,99.65
115,0.3780029243659973,86.79599999999999,98.72999999999999,0.3452027066230774,90.82000000000001,99.66000000000001
